id,大会名,年,rule_view,不足項目,公式規約URL,URL監査,監査メモ,participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat,表示内容の根拠,今回の修正,不明点
oidemase_yamaguchi,第25回おいでませオール山口コンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://jarl33yamaguchi.jimdofree.com/お知らせのコーナー/令和８年度の行事/第25回おいでませオール山口コンテスト規約/,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
oita,第24回大分コンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://jarl-oita.blogspot.com/2026/05/blog-post.html,登録済,呼出確認: 電信 県内 CQ OT TEST／県外 CQ OTG TEST／県人 CQ OTJ TEST,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
okhotsk,第50回オホーツクコンテスト（最終回・2026）,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://www.jarl.com/okhotsk/conte2026.pdf,現行性再確認,ローカルは第50回・2026最終回。公式サイト側の現行掲載状況を実装前に再確認,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
oshima_hiyama,第34回JARL渡島檜山支部コンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://ohs.hokkaido.jp/wp-content/uploads/2026/07/第34回-JARL-渡島檜山支部コンテスト規約.pdf,登録済,呼出確認: 電話 CQ渡島檜山支部コンテスト／電信 CQ OH TEST,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
qso_party,第79回QSOパーティ,2026,6/9 明示登録,"power,movement,repeat",https://www.jarl.org/Japanese/1_Tanoshimo/1-1_Contest/qso_party_rule.html,JARL公式2026規約を登録,URL未登録。JARL公式第79回規約あり。電話 CQ NEW YEAR PARTY／電信 CQ NYP / 呼出確認: 電話 CQ NEW YEAR PARTY／電信 CQ NYP,アマチュア局およびSWL。PSLogの登録部門はアマチュア局（コード30）です。,,,"電話：CQ NEW YEAR PARTY
電信：CQ NYP",国内局は国内・国外のアマチュア局、国外局は日本国内のアマチュア局との交信が対象です。,総務省告示のアマチュア業務に使用する電波型式・周波数の使用区別に従います。,総務省告示の使用区別からの逸脱、レピーターの使用は禁止です。,相手局のシグナルレポートとオペレーターの名前。通称・ニックネーム・イニシャル・ハンドルネームも可。,,docs/contest-research/sources/qso_party_rule_2026.html,表示専用データ追加・URL登録,power / movement / repeat
scalg-6m-cw,第39回エスカルゴ6m CWコンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://scalg6mcw.web.fc2.com/2026_sc_kiyaku_01a.html,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
shiga,第30回ALL滋賀コンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://www.jarl.com/shiga/shiga_con.html,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
shimane,第46回島根対全日本コンテスト,2026,8/9 明示登録,power,https://jarl-shimane.jimdofree.com/事業計画/,支部公式の規約掲載ページを登録（PDFへの直接URL未使用）,URL未登録。JARL島根県支部公式2026規約あり / 呼出確認: 県内 電話 CQオールジャパン・電信 CQ AJ TEST／県外 電話 CQ島根・電信 CQ SN TEST,日本国内で運用するアマチュア局。島根県内へ移動して運用する県外局は県内局として参加します。,,コンテスト中の運用地点変更と複数地点からの運用は禁止。県内での移動運用地は市町村まで提出書類に記載します。,"県内局：電話 CQオールジャパン／電信 CQ AJ TEST
県外局：電話 CQ島根／電信 CQ SN TEST",県内局は日本国内の局との交信、県外局は島根県内局との交信が得点対象です。,7・21・28・50・144・430MHz帯。部門別の対象帯域とJARLコンテスト使用周波数帯を確認してください。使用モードはCW・SSB・FM。,クロスバンド交信、コンテスト中の運用地点変更、複数地点からの運用、同一バンドでの2波以上の同時発射は禁止。10分間ルールは適用しません。,県内局：RS(T)＋市郡ナンバー。県外局：RS(T)＋都府県・支庁ナンバー。,同一局との同一バンドの交信は最初の1交信が得点対象。ただし電波型式が異なる場合は、それぞれ得点対象です。,docs/contest-research/sources/shimane_2026.pdf (利用者添付・公式規約),表示専用データ追加・URL登録,power
shizuoka,第35回静岡コンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://www.jarl.com/shizuoka/35kiyaku.pdf,登録済,呼出確認: 県外電信 CQ S TEST 等、県内外識別あり,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
six_meter_and_down,6m AND DOWNコンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://www.jarl.org/Japanese/1_Tanoshimo/1-1_Contest/6d_rules.html,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
tochigi,第28回栃木コンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://www.jarl.com/tochigi/contest/28tochicon_1.pdf,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
tokai_qso,第66回東海QSOコンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://www.tokai-jarl.jp/tkitest/regulation/66th-tkiqso.html,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
tokyo,東京コンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://jarltokyo.com/_media/contest/contest_rules_ver20240331.pdf,現行性再確認,URLは2024改訂版。2026でも現行規約として有効か最終実装前に改訂日を再確認,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
tokyo_cw,東京CWコンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://jarltokyo.com/_media/contest/contest_rules_cw_ver20260826.pdf,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
tokyo_uhf,東京UHFコンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://jarltokyo.com/_media/contest/contest_rules_uhf_ver20260826.pdf,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
toyama_emergency,第49回富山県非常無線通信訓練コンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://shiroi-match.jp/commu-chika/1420/events/4720,URL差替推奨,公式ソースへ差替推奨,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
tsugaru_kaikyo,第24回津軽海峡コンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://jarl-aomori.sakura.ne.jp/contest/tsugarukaikyou/,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
wakayama,第38回和歌山コンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://www.jarl.com/wakayama/pdf/wk-test/contest38kiyaku.pdf,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
ww-digi,World Wide Digi DX,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://ww-digi.com/rules/,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
xpo,XPO記念コンテスト,2026,9/9 明示登録,,https://www.eonet.ne.jp/~ja3-test/kiyaku/xpokinen_2026kiyaku.htm,登録済,公式2026規約に呼出あり（電信 CQ XPO TEST／電話 CQ XPOコンテスト）。現行表示の未登録は誤り / 呼出確認: 電信 CQ XPO TEST／電話 CQ XPOコンテスト,日本国内のアマチュア局。電信はCW（A1A）、電話はSSB・AM・FM。ゲストや補助者が運用に関わる場合はマルチオペ。,2026年規約に大会独自の一律送信出力上限は記載されていません。免許条件を確認してください。,コンテスト中の運用場所は原則1か所（直径500mの範囲内）。コンテストのため常置場所を離れたシングルオペのみ、開始時のマルチプライヤー内で場所変更可。移動局はコール末尾に /数字または/JD1を付けます。,"電信：CQ XPO TEST
電話：CQ XPOコンテスト",日本国内のアマチュア局同士の完全な交信。記念局（8J・8K・8N等）も一般局と同じ扱いです。,1.9～10GHz帯（3.8・10・18・24MHz帯を除く）。1.9～430MHz帯は規約の電波型式別周波数表を参照。1200MHz以上は総務省告示の使用区別に従います。10.1GHzと10.4GHzは同一の10GHz帯として扱います。,クロスバンド交信、同一オペレーターの2波以上の同時発射、マルチオペの同一バンド2波以上の同時発射を禁止。レピーターやインターネット等経由の交信は得点・マルチに計上不可（規約のリモート運用例外あり）。セルフスポットやその依頼は禁止。リモート設備の所在地条件とコンテスト終了後のログ修正制限は公式規約を確認してください。,RS(T) ＋ JARL制定の都府県・地域等のナンバー。,同一局との同一バンド内の再交信は、電波型式が異なっても得点になりません。バンドが異なれば別に計上できます。,docs/contest-research/sources/xpo_2026.html,表示専用データ追加,
yamagata_sakuranbo,第8回山形さくらんぼQSOコンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",https://jarlyamagata.ham-yamagata.com/wp-content/uploads/2026/02/n8-sakuranbo-annai.pdf,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
yamanashi,第21回山梨コンテスト,2026,0/9 明示登録,"participants,power,movement,call_method,counterparts,frequency,restrictions,exchange,repeat",http://www.jarl17.org/wp/wp-content/uploads/2026/03/%E7%AC%AC21%E5%9B%9E%E5%B1%B1%E6%A2%A8%E3%82%B3%E3%83%B3%E3%83%86%E3%82%B9%E3%83%88%E8%A6%8F%E7%B4%84.pdf,登録済,,,,,,,,,,,未照合（登録URLおよび保存資料の確認が必要）,なし,participants / power / movement / call_method / counterparts / frequency / restrictions / exchange / repeat
